siren,nic,siret,statutDiffusionEtablissement,dateCreationEtablissement,trancheEffectifsEtablissement,anneeEffectifsEtablissement,activitePrincipaleRegistreMetiersEtablissement,dateDernierTraitementEtablissement,etablissementSiege,etatAdministratifUniteLegale,statutDiffusionUniteLegale,unitePurgeeUniteLegale,dateCreationUniteLegale,categorieJuridiqueUniteLegale,denominationUniteLegale,sigleUniteLegale,sexeUniteLegale,nomUniteLegale,nomUsageUniteLegale,prenom1UniteLegale,prenom2UniteLegale,prenom3UniteLegale,prenom4UniteLegale,prenomUsuelUniteLegale,pseudonymeUniteLegale,activitePrincipaleUniteLegale,nomenclatureActivitePrincipaleUniteLegale,identifiantAssociationUniteLegale,economieSocialeSolidaireUniteLegale,societeMissionUniteLegale,trancheEffectifsUniteLegale,anneeEffectifsUniteLegale,nicSiegeUniteLegale,dateDernierTraitementUniteLegale,categorieEntreprise,anneeCategorieEntreprise,complementAdresseEtablissement,numeroVoieEtablissement,indiceRepetitionEtablissement,dernierNumeroVoieEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,libelleCommuneEtrangerEtablissement,codeCommuneEtablissement,codePaysEtrangerEtablissement,libellePaysEtrangerEtablissement,identifiantAdresseEtablissement,coordonneeLambertAbscisseEtablissement,coordonneeLambertOrdonneeEtablissement,etatAdministratifEtablissement,enseigne1Etablissement,enseigne2Etablissement,enseigne3Etablissement,denominationUsuelleEtablissement,activitePrincipaleEtablissement,nomenclatureActivitePrincipaleEtablissement,caractereEmployeurEtablissement,activitePrincipaleNAF25Etablissement
899187694,00018,89918769400018,O,2020-01-01,NN,,,2025-12-06T00:50:55.001,true,A,O,,2020-01-01,1000,,,M,MOHAMMAD,,SAEED,,,,SAEED,,68.20A,NAFRev2,,,,NN,,00018,2025-12-06T06:03:54.377,,,,31,,,AVENUE,DE LA PLAINE,93420,VILLEPINTE,,93078,,,930781120_B,667490.0952503433,6872242.654350146,A,,,,,68.20A,NAFRev2,N,68.20G
899232599,00014,89923259900014,O,2021-06-01,NN,,,2025-12-05T15:46:08.166,true,A,O,,2021-06-01,5710,BS VIP,,,,,,,,,,,96.09Z,NAFRev2,,N,,NN,,00014,2025-12-06T06:52:35.776,PME,2023,APT 604,2,,,RUE,D'ORADOUR SUR GLANE,93420,VILLEPINTE,,93078,,,930780994_B,667835.0369708388,6872762.394913704,A,,,,,96.09Z,NAFRev2,N,96.99H
899259006,00018,89925900600018,O,1975-12-17,NN,,,2025-12-05T16:09:32.439,true,A,O,,1975-12-17,9220,ASSOCIATION SPORTIVE DU LYCEE POLYVALENT GEORGES BRASSENS,,,,,,,,,,,93.12Z,NAFRev2,W932000739,O,,NN,,00018,2025-12-06T09:08:39.766,,,LYCEE PROFESSIONNEL G. BRASSENS,,,,RUE,DES BANCS PUBLICS,93420,VILLEPINTE,,93078,,,930780104_B,665916.6382935037,6873059.407920107,A,,,,,93.12Z,NAFRev2,N,93.12Y
899323935,00010,89932393500010,O,2021-02-15,NN,,,2025-12-06T02:29:15.787,true,A,O,,2021-02-15,2110,INDIVISION DEPIERRE LEDOUX,,,,,,,,,,,68.20A,NAFRev2,,,,NN,,00010,2025-12-06T11:05:14.845,,,,8,,,BOULEVARD,PEPINIERE,93420,VILLEPINTE,,93078,,,930781067_B,665587.3896338983,6872815.367930096,A,INDIVISION DEPIERRE LEDOUX,,,,68.20A,NAFRev2,N,68.20G
899323950,00019,89932395000019,O,2021-01-08,NN,,,2025-12-06T04:49:28.613,true,A,O,,2021-01-08,2110,INDIVISION POSIERE THUILLIER,,,,,,,,,,,68.20A,NAFRev2,,,,NN,,00019,2025-12-06T11:12:38.316,,,,8,,,BOULEVARD,PEPINIERE,93420,VILLEPINTE,,93078,,,930781067_B,665587.3896338983,6872815.367930096,A,INDIVISION POSIERE THUILLIER,,,,68.20A,NAFRev2,N,68.20G
899342208,00019,89934220800019,O,2021-05-04,NN,,,2025-12-05T19:31:08.075,true,A,O,,2021-05-04,5710,BG RENOVATION,,,,,,,,,,,41.20A,NAFRev2,,N,,NN,,00019,2025-12-06T10:42:50.802,PME,2023,,27,,,RUE,GEORGES BOUGAULT,93420,VILLEPINTE,,93078,,,930780607_B,665567.2264354047,6874373.173826795,A,,,,,41.20A,NAFRev2,N,41.00G
899415087,00019,89941508700019,O,2021-05-15,00,2023,,2025-12-05T17:16:16.091,true,A,O,,2021-05-15,5499,AGENCIT,,,,,,,,,,,71.12B,NAFRev2,,N,,00,2023,00019,2025-12-06T07:29:02.579,PME,2023,,112,,,ALLEE,DES ERABLES,93420,VILLEPINTE,,93078,,,930780456_B,663371.4805262565,6874936.59667756,A,,,,,71.12B,NAFRev2,O,71.12Y
899472542,00013,89947254200013,O,2021-06-01,NN,,4932ZB,2025-12-05T21:40:46.473,true,A,O,,2021-06-01,1000,,,F,DUMANT,STEINMETZ,ISABELLE,MARIE-THERESE,,,ISABELLE,,49.32Z,NAFRev2,,,,NN,,00013,2025-12-06T05:34:15.97,PME,2023,,13,,,AVENUE,SULLY,93420,VILLEPINTE,,93078,,,930781330_B,668076.5351125944,6871706.933705797,A,,,,,49.32Z,NAFRev2,N,49.33H
899497358,00015,89949735800015,O,2021-01-18,NN,,,2025-12-05T19:34:01.383,true,A,O,,2021-01-18,2110,INDIVISION SCAPOLI COMBAZ,,,,,,,,,,,68.20A,NAFRev2,,,,NN,,00015,2025-12-06T10:19:48.455,,,,8,,,BOULEVARD,PEPINIERE,93420,VILLEPINTE,,93078,,,930781067_B,665587.3896338983,6872815.367930096,A,INDIVISION SCAPOLI COMBAZ,,,,68.20A,NAFRev2,N,68.20G
899497622,00022,89949762200022,P,2021-04-07,NN,,,2025-12-06T00:31:06.121,true,A,P,,2021-04-07,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],47.11B,NAFRev2,,,,NN,,00022,2025-12-06T08:13:17.511,PME,2023,[ND],[ND],[ND],[ND],[ND],[ND],[ND],VILLEPINTE,,93078,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],47.11B,NAFRev2,N,47.11G
899501266,00022,89950126600022,O,2025-10-14,NN,,,2025-10-16T11:45:49.387,true,A,O,,2021-04-30,1000,,,M,KANTE,,ABOU-BAKARY,,,,ABOU-BAKARY,,62.02A,NAFRev2,,,,NN,,00022,2025-10-16T11:45:49.398,PME,2023,,66,,,AVENUE,DU COLONEL FABIEN,93420,VILLEPINTE,,93078,,,930780346_B,665069.18,6873993.49,A,,,,,62.02A,NAFRev2,N,62.20G
899511208,00014,89951120800014,O,2021-05-19,NN,,,2025-12-06T02:18:51.325,true,A,O,,2021-05-19,1000,,,F,FOFANA,,DOUSSOU,,,,DOUSSOU,DOUSSOU,47.99A,NAFRev2,,,,NN,,00014,2025-12-06T09:20:37.113,PME,2023,VILLEPINTE,4,,,RUE,AUGUSTE RENOIR,93420,VILLEPINTE,,93078,,,930780063_B,664062.4926265909,6874791.357632364,A,,,,,47.99A,NAFRev2,N,47.12H
899556781,00024,89955678100024,O,2023-03-01,NN,,,2025-12-05T21:10:35.023,false,A,O,,2021-05-12,1000,,,M,LEROUX,,PIERRICK,JACKY,HUBERT,,PIERRICK,,68.20A,NAFRev2,,,,NN,,00016,2025-12-06T08:00:54.197,,,,186,,,BOULEVARD,ROBERT BALLANGER,93420,VILLEPINTE,,93078,,,930781198_C,,,A,,,,,68.20A,NAFRev2,N,68.20G
899591895,00011,89959189500011,O,2021-05-24,NN,,,2025-12-06T03:40:24.42,true,A,O,,2021-05-24,5710,AISHU MARCHE,,,,,,,,,,,47.11B,NAFRev2,,N,,NN,,00011,2025-12-06T08:53:07.01,PME,2023,,2,,,RUE,DE BOURGOGNE,93420,VILLEPINTE,,93078,,,930780220_B,667654.3042036887,6872163.222073138,A,,,,,47.11B,NAFRev2,O,47.11G
899593719,00011,89959371900011,O,2021-06-01,NN,,,2025-12-06T04:51:13.679,true,A,O,,2021-06-01,1000,,,M,EL FAQIR,,ABDERRAHMAN,,,,ABDERRAHMAN,,47.82Z,NAFRev2,,,,NN,,00011,2025-12-06T10:48:15.789,PME,2023,,29,,,AVENUE,EDOUARD BRANLY,93420,VILLEPINTE,,93078,,,930780230_B,668017.9351646502,6871985.27190139,A,,,,,47.82Z,NAFRev2,N,47.71Y
899601173,00011,89960117300011,P,2021-03-31,NN,,,2025-12-06T03:05:25.825,true,A,P,,2021-03-31,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],68.20A,NAFRev2,,,,NN,,00011,2025-12-06T05:44:37.488,,,[ND],[ND],[ND],[ND],[ND],[ND],[ND],VILLEPINTE,,93078,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],68.20A,NAFRev2,N,68.20G
899604268,00016,89960426800016,O,2021-04-17,NN,,4520AB,2025-12-05T22:47:02.873,true,A,O,,2021-04-17,1000,,,M,BONIFACE,,GORAN,DANIEL,,,GORAN,,45.20A,NAFRev2,,,,NN,,00016,2025-12-06T07:24:21.74,PME,2023,,17,,,ALLEE,RAIMU,93420,VILLEPINTE,,93078,,,930781165_B,666550.8205875577,6873776.551087188,A,,,,,45.20A,NAFRev2,N,95.31G
899630537,00020,89963053700020,O,2023-04-20,01,2023,,2025-12-05T22:30:01.19,true,A,O,,2021-04-20,5710,IRMENDIAG,,,,,,,,,,,71.20B,NAFRev2,,N,,01,2023,00020,2025-12-06T05:41:11.187,PME,2023,,9,,,ALLEE,GERARD PHILIPE,93420,VILLEPINTE,,93078,,,930780617_B,665665.9749841595,6874184.533290153,A,,,,IRMENDIAG,71.20B,NAFRev2,O,71.20H
899649420,00010,89964942000010,P,2021-02-24,NN,,,2025-12-05T22:27:37.856,true,A,P,,2021-02-24,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],68.20A,NAFRev2,,,,NN,,00010,2025-12-06T05:26:30.607,,,[ND],[ND],[ND],[ND],[ND],[ND],[ND],VILLEPINTE,,93078,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],68.20A,NAFRev2,N,68.20G
899649453,00011,89964945300011,P,2021-03-01,NN,,,2025-12-06T01:05:55.266,true,A,P,,2021-03-01,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],68.20A,NAFRev2,,,,NN,,00011,2025-12-06T05:51:22.626,,,[ND],[ND],[ND],[ND],[ND],[ND],[ND],VILLEPINTE,,93078,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],68.20A,NAFRev2,N,68.20G
899656391,00013,89965639100013,O,2021-06-07,NN,,4932ZA,2025-12-05T22:26:13.353,true,A,O,,2021-06-07,1000,,,M,SACI,,MOHAMED,ZACHARYA,,,MOHAMED,,49.32Z,NAFRev2,,,,NN,,00013,2025-12-06T07:45:12.381,PME,2023,,202,,,BOULEVARD,ROBERT BALLANGER,93420,VILLEPINTE,,93078,,,930781198_B,666494.224304555,6873057.366860341,A,,,,,49.32Z,NAFRev2,O,49.33G
899656938,00011,89965693800011,O,2021-04-27,NN,,4932ZA,2025-12-06T02:14:46.518,true,A,O,,2021-04-27,1000,,,M,AMARA,,MOHAMED,,,,MOHAMED,,49.32Z,NAFRev2,,,,NN,,00011,2025-12-06T07:31:04.01,PME,2023,,1,,,AV,DE LATTRE DE TASSIGNY,93420,VILLEPINTE,,93078,,,930780793_C,,,A,,,,,49.32Z,NAFRev2,O,49.33G
899738728,00018,89973872800018,O,2021-05-02,01,2023,,2025-12-05T15:24:11.975,true,A,O,,2021-05-02,5499,KEBE FERMETURE,KEBE BTP,,,,,,,,,,43.32B,NAFRev2,,O,,01,2023,00018,2025-12-06T09:12:35.829,PME,2023,,1,,,RUE,SANDRO BOTTICELLI,93420,VILLEPINTE,,93078,,,930781268_B,667202.4143530974,6872672.868254643,A,KEBE BTP,,,,43.32B,NAFRev2,O,43.32H
899759955,00011,89975995500011,O,2020-01-01,NN,,,2025-12-06T04:44:53.362,true,A,O,,2020-01-01,1000,,,F,MOTTA,MOUTIER,LAURENCE,OLIVIA,CAROLE,,LAURENCE,,68.20A,NAFRev2,,,,NN,,00011,2025-12-06T05:45:15.411,,,,50,,,AVENUE,PIERRE BEREGOVOY,93420,VILLEPINTE,,93078,,,930781091_B,667362.9013716072,6871962.686565634,A,,,,,68.20A,NAFRev2,N,68.20G
899768899,00028,89976889900028,O,2020-11-16,NN,,,2025-12-06T04:12:10.079,false,A,O,,2020-11-16,3220,THE POWER BOX,BV,,,,,,,,,,68.20B,NAFRev2,,N,,NN,,00010,2025-12-06T05:58:00.302,PME,2023,187-189,187,,,ALLEE,DES ERABLES,93420,VILLEPINTE,,93078,,,930780456_B,663430.9096357242,6874991.602597258,A,,,,,68.20B,NAFRev2,N,68.20H
899772412,00016,89977241200016,O,2021-04-15,NN,,,2025-12-05T23:00:55.011,true,A,O,,2021-04-15,5710,CISSENOUR,,,,,,,,,,,49.32Z,NAFRev2,,N,,NN,,00016,2025-12-06T05:26:04.81,PME,2023,,2,,,AVENUE,DE L’EUROPE,93420,VILLEPINTE,,93078,,,930785bpb_B,667656.62149174,6873140.603678484,A,,,,,49.32Z,NAFRev2,N,49.33H
899848873,00019,89984887300019,O,2021-06-01,NN,,,2025-12-06T00:20:36.14,true,A,O,,2021-06-01,1000,,,F,ROCHER,,MAGALIE,,,,MAGALIE,,47.81Z,NAFRev2,,,,NN,,00019,2025-12-06T06:50:06.142,PME,2023,,2,,,RUE,JACQUES PREVERT,93420,VILLEPINTE,,93078,,,930780706_B,666839.580532158,6873207.841020944,A,,,,LELE,47.81Z,NAFRev2,N,47.21Y
899864698,00043,89986469800043,O,2025-07-18,NN,,,2025-10-03T20:00:42.568,true,A,O,,2021-06-01,5710,YUNFREIGHT FR,,,,,,,,,,,52.29B,NAFRev2,,N,,12,2023,00043,2025-12-06T07:38:09.402,PME,2023,,23,,,ALLEE,DES IMPRESSIONNISTES,93420,VILLEPINTE,,93078,,,930780697_B,664247.39,6874962.92,A,,,,,52.29B,NAFRev2,N,49.41G
899918155,00016,89991815500016,P,2020-01-01,NN,,,2025-12-06T03:11:35.45,true,A,P,,2020-01-01,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],68.20A,NAFRev2,,,,NN,,00016,2025-12-06T07:18:35.413,,,[ND],[ND],[ND],[ND],[ND],[ND],[ND],VILLEPINTE,,93078,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],68.20A,NAFRev2,N,68.20G
899946057,00028,89994605700028,P,2024-11-18,NN,,,2025-12-05T20:40:34.477,true,A,P,,2021-05-31,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],47.91B,NAFRev2,,,,NN,,00028,2025-12-06T08:09:36.72,PME,2023,[ND],[ND],[ND],[ND],[ND],[ND],[ND],VILLEPINTE,,93078,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],47.91B,NAFRev2,N,47.71Y
899981021,00012,89998102100012,O,1988-12-06,NN,,,2025-12-06T03:44:41.612,true,A,O,,1988-12-06,9220,ASSOCIATION KHAMMOUANE,A.K.M.,,,,,,,,,,94.99Z,NAFRev2,W932001767,O,,NN,,00012,2025-12-06T08:51:02.608,,,,12,,,AVENUE,SACCO ET VANZETTI,93420,VILLEPINTE,,93078,,,930781258_B,665356.9767529815,6873840.741852111,A,,,,,94.99Z,NAFRev2,N,94.99Y
900073800,00014,90007380000014,P,2021-01-18,NN,,,2025-12-06T01:20:25.886,true,A,P,,2021-01-18,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],68.20A,NAFRev2,,,,NN,,00014,2025-12-06T05:44:29.698,,,[ND],[ND],[ND],[ND],[ND],[ND],[ND],VILLEPINTE,,93078,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],68.20A,NAFRev2,N,68.20G
900098286,00017,90009828600017,O,2021-06-01,NN,,,2025-12-06T04:13:32.808,true,A,O,,2021-06-01,6540,VERDUNVAL,,,,,,,,,,,68.20B,NAFRev2,,N,,NN,,00017,2025-12-06T09:12:21.431,,,,38,,,AVENUE,EDOUARD BRANLY,93420,VILLEPINTE,,93078,,,930780230_B,668079.0914889771,6871971.033307216,A,,,,,68.20B,NAFRev2,N,68.20H
900157769,00010,90015776900010,O,2021-05-14,NN,,5610CQ,2025-12-05T15:43:14.386,true,A,O,,2021-05-14,1000,,,M,GOUSSE,,PASCAL,,,,PASCAL,,56.10C,NAFRev2,,,,NN,,00010,2025-12-06T09:35:25.337,PME,2023,,17,,,RUE,JACQUES PREVERT,93420,VILLEPINTE,,93078,,,930780706_B,666840.2013425201,6873124.54331555,A,,,,GOUSSE PASCAL,56.10C,NAFRev2,N,56.11J
900204587,00019,90020458700019,O,2021-06-01,01,2023,,2025-12-05T19:18:16.954,true,A,O,,2021-06-01,5710,BG BATIMENT,,,,,,,,,,,43.21A,NAFRev2,,N,,01,2023,00019,2025-12-06T10:30:42.643,PME,2023,,111,,,AVENUE,PAUL VAILLANT COUTURIER,93420,VILLEPINTE,,93078,,,930781060_B,665829.0314615031,6873489.9637597045,A,,,,,43.21A,NAFRev2,O,43.21G
900221474,00019,90022147400019,O,2021-06-07,NN,,,2025-12-06T00:14:24.241,true,A,O,,2021-06-07,6540,SCI ESB LOC,,,,,,,,,,,68.20B,NAFRev2,,N,,NN,,00019,2025-12-06T07:04:09.963,,,,14,,,RUE,DU CHEVALIER DE LA BARRE,93420,VILLEPINTE,,93078,,,930780310_B,667079.281341618,6872052.035545861,A,,,,,68.20B,NAFRev2,N,68.20H
900227745,00016,90022774500016,O,2021-07-01,NN,,,2025-12-05T21:56:43.665,true,A,O,,2021-07-01,6540,KHAMO,,,,,,,,,,,41.20B,NAFRev2,,N,,NN,,00016,2025-12-06T10:37:39.148,,,,30,,,AVENUE,FABRE,93420,VILLEPINTE,,93078,,,930780470_B,666931.3145059363,6872293.9747293135,A,,,,,41.20B,NAFRev2,N,41.00H
900304510,00028,90030451000028,O,2025-06-30,NN,,,2025-09-04T08:03:01.545,true,A,O,,2021-03-20,5499,KARA TRANSPORT LOGISTIQUE,KTL,,,,,,,,,,46.90Z,NAFRev2,,N,,03,2023,00028,2025-12-06T08:09:22.596,PME,2023,,4,,,AVENUE,PHILIPPE DE GIRARD,93420,VILLEPINTE,,93078,,,930781090_B,666610.78,6873089.72,A,,,,,46.90Z,NAFRev2,N,46.90Y
900327529,00013,90032752900013,O,2021-06-14,NN,,,2025-12-05T21:44:27.804,true,A,O,,2021-06-14,1000,,,M,DERKAOUI,,SIDI MOHAMMED,,,,SIDI MOHAMMED,,47.82Z,NAFRev2,,,,NN,,00013,2025-12-06T11:26:30.887,PME,2023,,27,,,AVENUE,SAINT SAENS,93420,VILLEPINTE,,93078,,,930781250_B,667638.7899652648,6873382.801394111,A,,,,,47.82Z,NAFRev2,N,47.71Y
900360306,00030,90036030600030,O,2024-12-21,NN,,,2025-12-05T20:24:51.052,false,A,O,,2021-06-01,1000,,,M,VIEGAS,,MICHAEL,,,,MICHAEL,,86.90E,NAFRev2,,,,01,2023,00022,2025-12-06T08:29:17.785,PME,2023,1035,37,,,AVENUE,EDOUARD BRANLY,93420,VILLEPINTE,,93078,,,930780230_B,668096.28,6871993.29,A,,,,MIC LMNP,68.20A,NAFRev2,N,68.20G
900363805,00012,90036380500012,P,2021-06-10,NN,,,2025-12-05T20:47:02.287,true,A,P,,2021-06-10,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],85.53Z,NAFRev2,,,,NN,,00012,2025-12-06T09:06:07.447,PME,2023,[ND],[ND],[ND],[ND],[ND],[ND],[ND],VILLEPINTE,,93078,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],85.53Z,NAFRev2,N,85.53Y
900374331,00016,90037433100016,O,2021-06-22,NN,,,2025-12-06T00:54:31.295,true,A,O,,2021-06-22,1000,,,F,GASSIN,,CONCIENNE,,,,CONCIENNE,,47.89Z,NAFRev2,,,,NN,,00016,2025-12-06T11:12:30.559,PME,2023,BAT B2,,,,BD,DU PDT KENNEDY,93420,VILLEPINTE,,93078,,,930781157_C,,,A,,,,,47.89Z,NAFRev2,N,47.12H
900375601,00011,90037560100011,O,2021-05-16,NN,,,2025-12-05T21:53:18.779,true,A,O,,2021-05-16,9220,SOURIRE SANS FRONTIERES,,,,,,,,,,,82.30Z,NAFRev2,W932011814,O,,NN,,00011,2025-12-06T09:10:35.672,,,,28,,,RUE,FRANCOIS MAURIAC,93420,VILLEPINTE,,93078,,,930780558_B,667043.0847659669,6872833.800563016,A,,,,,82.30Z,NAFRev2,N,82.30Y
900377938,00015,90037793800015,O,2021-05-25,NN,,,2025-12-23T12:17:12.192,true,A,O,,2021-05-25,5710,GREEN TEAM,,,,,,,,,,,66.30Z,NAFRev2,,N,,NN,,00015,2025-12-23T12:17:12.183,PME,2023,,11,,,AV,JEAN FORESTIER,93420,VILLEPINTE,,93078,,,,666186.8288454451,6873941.03178327,A,,,,,66.30Z,NAFRev2,N,66.30Y
900389073,00033,90038907300033,O,2026-02-18,NN,,,2026-02-18T14:07:54.557,true,A,O,,2021-06-12,1000,,,F,TRAORE,,FATOUMATA,LALA,,,FATOUMATA,,96.09Z,NAFRev2,,,,NN,,00033,2026-02-18T14:07:54.581,PME,2023,,161,,,BOULEVARD,ROBERT BALLANGER,93420,VILLEPINTE,,93078,,,930781198_B,666140.82,6872898.18,A,,,,LALA TRAORE,96.09Z,NAFRev2,N,96.99H
900395245,00013,90039524500013,O,2021-06-03,NN,,4932ZB,2025-12-06T01:43:26.267,true,A,O,,2021-06-03,1000,,,M,BERTHY,,JESSY,CLAUDE,ALBERT,,JESSY,,49.32Z,NAFRev2,,,,NN,,00013,2025-12-06T09:53:35.948,PME,2023,,167,,,BOULEVARD,ROBERT BALLANGER,93420,VILLEPINTE,,93078,,,930781198_B,666136.7719209938,6873007.960208627,A,,,,BERTHY JESSY,49.32Z,NAFRev2,N,49.33G
900409186,00013,90040918600013,O,2021-05-19,02,2023,,2025-12-05T15:28:29.399,true,A,O,,2021-05-19,5710,A.T.P.,,,,,,,,,,,45.20A,NAFRev2,,N,,02,2023,00013,2025-12-06T06:46:22.804,PME,2023,,18,,,ALLEE,LOUIS BREGUET,93420,VILLEPINTE,,93078,,,930780833_B,667845.9075272561,6872939.264381246,A,,,,TYGROO PNEUS,45.20A,NAFRev2,N,95.31G
900426214,00012,90042621400012,O,2021-02-01,NN,,,2025-12-06T02:57:23.39,true,A,O,,2021-02-01,1000,,,M,NGINGA ANLANDU,,GAETAN,,,,GAETAN,BLACKHOLE,90.03B,NAFRev2,,,,NN,,00012,2025-12-06T07:47:43.748,PME,2023,BATIMENT 2,111,,,AVENUE,PAUL VAILLANT COUTURIER,93420,VILLEPINTE,,93078,,,930781060_B,665829.0314615031,6873489.9637597045,A,3D FAMILY PRODUCTION,,,,90.03B,NAFRev2,N,90.11Y
900426248,00010,90042624800010,O,2021-02-01,NN,,,2025-12-05T21:40:29.253,true,A,O,,2021-02-01,1000,,,M,NGINGA ANLANDU,,HARRIS,LEON,,,HARRIS,HSL,90.03B,NAFRev2,,,,NN,,00010,2025-12-06T06:16:02.68,PME,2023,BATIMENT 2,111,,,AVENUE,PAUL VAILLANT COUTURIER,93420,VILLEPINTE,,93078,,,930781060_B,665829.0314615031,6873489.9637597045,A,3D FAMILY PRODUCTION,,,,90.03B,NAFRev2,N,90.11Y
900474669,00018,90047466900018,O,2021-06-14,NN,,,2025-12-06T04:57:41.167,true,A,O,,2021-06-14,5710,MS PRESTIGES,,,,,,,,,,,49.32Z,NAFRev2,,N,,NN,,00018,2025-12-06T11:15:23.666,PME,2023,,24,,,RUE,DES MESANGES,93420,VILLEPINTE,,93078,,,930780910_B,665477.4913704728,6873519.742657293,A,,,,,49.32Z,NAFRev2,O,49.33G
900478280,00044,90047828000044,O,2022-01-25,NN,,,2025-12-06T02:22:11.944,false,A,O,,2020-01-01,1000,,,M,MILLION,,SUNNY,,,,SUNNY,,68.20A,NAFRev2,,,,NN,,00010,2026-01-23T09:57:12.157,PME,2023,ANGLE 2 ET 4 CHEMIN DES SAINTS PERES,32,,,RUE,HENRI BARBUSSE,93420,VILLEPINTE,,93078,,,930780660_B,665633.5955218324,6874009.350442306,A,,,,,68.20A,NAFRev2,N,68.20G
900507419,00019,90050741900019,P,2021-05-21,NN,,,2025-12-06T03:27:32.831,true,A,P,,2021-05-21,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],68.31Z,NAFRev2,,,,NN,,00019,2025-12-06T06:23:38.981,PME,2023,[ND],[ND],[ND],[ND],[ND],[ND],[ND],VILLEPINTE,,93078,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],68.31Z,NAFRev2,N,68.31Y
900516774,00016,90051677400016,O,2021-06-11,NN,,,2025-12-05T18:55:01.111,true,A,O,,2021-06-11,6540,A.D.J.A.,,,,,,,,,,,68.20B,NAFRev2,,N,,NN,,00016,2025-12-06T07:51:47.073,,,,44,,,RUE,DU MANEGE,93420,VILLEPINTE,,93078,,,930780851_B,665413.294908794,6873683.045579326,A,,,,,68.20B,NAFRev2,N,68.20H
900544859,00011,90054485900011,O,2021-06-15,NN,,,2025-12-06T02:12:37.528,true,A,O,,2021-06-15,1000,,,M,BENTEKHICI,,MOHAMED,AMINE,,,MOHAMED,,53.20Z,NAFRev2,,,,NN,,00011,2025-12-06T09:11:50.994,PME,2023,CHEZ MOUSSAOUI HOCINE PORTE 552,,,,PARC,DE LA NOUE,93420,VILLEPINTE,,93078,,,930780975_B,666365.7437187068,6873216.24932193,A,,,,,53.20Z,NAFRev2,N,53.20H
900548827,00014,90054882700014,O,2021-06-16,NN,,,2025-12-05T21:46:38.42,true,A,O,,2021-06-16,1000,,,F,SALL,,ASTA,,,,ASTA,,47.99A,NAFRev2,,,,NN,,00014,2025-12-06T08:49:32.575,PME,2023,,4,,,RUE,GEORGES MELIES,93420,VILLEPINTE,,93078,,,930780609_B,667108.7190705778,6872810.518277617,A,,,,,47.99A,NAFRev2,N,47.12H
900555889,00014,90055588900014,O,2021-05-26,NN,,,2025-12-05T18:14:15.55,true,A,O,,2021-05-26,9220,FORMATI'V,,,,,,,,,,,85.59A,NAFRev2,W932011827,O,,NN,,00014,2025-12-06T11:02:32.743,,,APPARTEMENT 66 BATIMENT G,4,,,RUE,GEORGES MELIES,93420,VILLEPINTE,,93078,,,930780609_B,667108.7190705778,6872810.518277617,A,,,,,85.59A,NAFRev2,N,85.59G
900586660,00038,90058666000038,P,2025-08-11,NN,,,2026-04-22T08:33:03.685,true,A,P,,2021-06-17,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],68.20A,NAFRev2,,,,NN,,00038,2026-04-22T08:33:03.693,PME,2023,[ND],[ND],[ND],[ND],[ND],[ND],[ND],VILLEPINTE,,93078,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],68.20A,NAFRev2,N,68.20G
900606005,00016,90060600500016,O,2021-06-21,11,2023,,2025-12-05T16:00:15.031,true,A,O,,2021-06-21,5485,SELARL PHARMACIE IMZIL,,,,,,,,,,,47.73Z,NAFRev2,,N,,11,2023,00016,2025-12-06T07:24:52.444,PME,2023,,20,,,ALLEE,ANTOINE DE SAINT-EXUPERY,93420,VILLEPINTE,,93078,,,930780037_B,666534.5374195806,6874075.460882078,A,PHARMACIE DES MOUSSEAUX,,,PHARMACIE DES MOUSSEAUX,47.73Z,NAFRev2,O,47.73Y
